City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Quesnel,CA,2020-08-27 17:36:03,53.0,-122.5,50.0,93,40,2.24
307,Garowe,SO,2020-08-27 17:38:50,8.41,48.48,85.73,42,100,15.23
308,Muros,ES,2020-08-27 17:38:50,42.78,-9.06,71.01,92,95,8.99
309,Ancud,CL,2020-08-27 17:38:50,-41.87,-73.82,48.99,81,96,19.46
310,Yerbogachen,RU,2020-08-27 17:38:50,61.28,108.01,47.23,66,86,6.51
311,Sao Filipe,CV,2020-08-27 17:38:50,14.9,-24.5,78.82,80,75,4.21
312,De Aar,ZA,2020-08-27 17:38:50,-30.65,24.01,52.02,41,0,12.57
313,Tulum,MX,2020-08-27 17:38:50,20.22,-87.47,86.0,79,40,8.05
314,Petrozavodsk,RU,2020-08-27 17:35:47,61.78,34.35,55.4,82,99,2.24
315,Charcas,MX,2020-08-27 17:38:51,23.13,-101.12,69.89,60,92,12.12
316,Palasa,IN,2020-08-27 17:38:51,18.77,84.42,79.59,75,100,4.5
317,Lensk,RU,2020-08-27 17:38:51,60.73,114.93,47.08,57,4,7.0
318,Provideniya,RU,2020-08-27 17:38:51,64.38,-173.3,47.98,83,35,2.21
319,Jalu,LY,2020-08-27 17:38:51,29.03,21.55,85.73,28,0,6.08
320,Souillac,MU,2020-08-27 17:38:51,-20.52,57.52,71.6,83,75,8.05
321,Dzhebariki-Khaya,RU,2020-08-27 17:38:51,62.22,135.8,39.56,72,5,2.71
322,Ekibastuz,KZ,2020-08-27 17:38:51,51.67,75.37,60.13,78,44,14.16
323,Aban,RU,2020-08-27 17:38:51,56.67,96.06,52.41,87,50,2.57
324,Zhanaozen,KZ,2020-08-27 17:38:51,43.3,52.8,78.35,21,0,13.82
325,Songea,TZ,2020-08-27 17:38:51,-10.68,35.65,73.4,53,20,11.41
326,Kashan,IR,2020-08-27 17:38:51,33.98,51.44,86.0,13,20,4.7
327,Beringovskiy,RU,2020-08-27 17:38:52,63.05,179.32,49.5,86,80,5.48
328,Yarkovo,RU,2020-08-27 17:38:52,57.4,67.08,56.1,94,62,4.92
329,Buraydah,SA,2020-08-27 17:38:52,26.33,43.98,98.6,20,2,5.82
330,Naryan-Mar,RU,2020-08-27 17:38:52,67.67,53.09,53.13,82,96,4.21
331,Baghdad,IQ,2020-08-27 17:38:52,33.34,44.4,93.2,17,0,5.82
332,Port Antonio,JM,2020-08-27 17:38:52,18.18,-76.46,89.6,70,40,24.16
333,Mondlo,ZA,2020-08-27 17:38:52,-27.98,30.72,57.33,57,40,8.75
334,Namikupa,TZ,2020-08-27 17:38:52,-10.83,39.6,68.7,89,25,5.41
335,Amurzet,RU,2020-08-27 17:38:52,47.7,131.1,64.27,96,100,18.68
336,Lavrentiya,RU,2020-08-27 17:38:52,65.58,-171.0,46.98,83,13,4.0
337,Simplicio Mendes,BR,2020-08-27 17:38:53,-7.85,-41.91,97.7,18,0,6.04
338,Pringsewu,ID,2020-08-27 17:38:53,-5.36,104.97,71.37,92,62,1.63
339,San Andres Del Rabanedo,ES,2020-08-27 17:38:53,42.61,-5.62,88.0,32,20,14.99
340,Chiredzi,ZW,2020-08-27 17:38:53,-21.05,31.67,68.83,66,23,5.79
341,Novoagansk,RU,2020-08-27 17:38:53,61.94,76.66,54.88,85,44,5.17
342,Marzuq,YE,2020-08-27 17:38:53,14.4,46.47,85.51,44,17,6.11
343,Roura,GF,2020-08-27 17:38:53,4.73,-52.33,89.6,70,32,10.29
344,Tautira,PF,2020-08-27 17:38:53,-17.73,-149.15,73.4,83,20,2.24
345,Moctezuma,MX,2020-08-27 17:34:20,29.8,-109.67,93.31,31,0,3.09
346,Dikson,RU,2020-08-27 17:38:53,73.51,80.55,48.06,85,48,12.71
347,Tanout,NE,2020-08-27 17:38:53,14.97,8.89,92.55,33,49,10.8
348,Novo Aripuana,BR,2020-08-27 17:38:53,-5.12,-60.38,97.65,35,93,0.45
349,Birao,CF,2020-08-27 17:38:53,10.28,22.79,76.21,90,86,2.35
350,Ola,RU,2020-08-27 17:38:54,59.58,151.28,47.05,71,35,5.59
351,Harda,IN,2020-08-27 17:38:54,22.33,77.1,75.61,91,100,12.39
352,Itaituba,BR,2020-08-27 17:38:54,-4.28,-55.98,98.6,39,20,5.82
353,Puerto Leguizamo,CO,2020-08-27 17:38:54,-0.19,-74.78,90.14,45,50,3.38
354,Portland,US,2020-08-27 17:35:49,45.52,-122.68,69.01,68,20,3.85
355,Hengshui,CN,2020-08-27 17:38:54,37.73,115.7,69.3,87,0,2.53
356,Vetluzhskiy,RU,2020-08-27 17:38:54,58.39,45.47,55.4,91,39,3.89
357,Port Hedland,AU,2020-08-27 17:38:54,-20.32,118.57,66.2,63,0,5.82
358,Valdivia,CL,2020-08-27 17:38:54,-39.81,-73.25,53.6,71,75,5.82
359,Constitucion,CL,2020-08-27 17:38:39,-35.33,-72.42,54.07,63,84,7.76
360,Valparaiso,CL,2020-08-27 17:38:54,-33.04,-71.63,57.2,71,40,6.93
361,Inyonga,TZ,2020-08-27 17:38:55,-6.72,32.07,76.41,35,82,3.62
362,Port Lincoln,AU,2020-08-27 17:38:55,-34.73,135.87,51.89,89,0,2.86
363,Menongue,AO,2020-08-27 17:38:55,-14.66,17.69,70.99,23,16,3.27
364,Taupo,NZ,2020-08-27 17:38:55,-38.68,176.08,32.0,93,3,1.45
365,Teguldet,RU,2020-08-27 17:38:55,57.31,88.17,49.66,95,1,1.54
366,Carutapera,BR,2020-08-27 17:38:55,-1.2,-46.02,85.23,69,83,9.17
367,Saint-Augustin,CA,2020-08-27 17:38:55,51.23,-58.65,54.99,80,100,18.75
368,Angoche,MZ,2020-08-27 17:38:55,-16.23,39.91,75.02,83,48,10.16
369,Assiniboia,CA,2020-08-27 17:37:49,49.63,-105.98,76.37,34,91,10.29
370,Prince Albert,CA,2020-08-27 17:38:55,53.2,-105.77,64.4,72,75,4.7
371,Mahon,ES,2020-08-27 17:38:55,39.89,4.27,82.4,69,0,8.05
372,Perth,AU,2020-08-27 17:35:08,-31.93,115.83,62.6,55,0,10.29
373,Codrington,AU,2020-08-27 17:38:55,-38.27,141.97,43.99,82,0,8.5
374,Whitehorse,CA,2020-08-27 17:38:55,60.72,-135.05,50.0,66,75,14.99
375,Muncar,ID,2020-08-27 17:38:56,-8.43,114.33,73.74,88,57,1.3
376,Palatka,US,2020-08-27 17:38:49,29.65,-81.64,93.0,68,67,6.13
377,Pomorie,BG,2020-08-27 17:38:56,42.56,27.64,78.8,65,29,6.93
378,Xiongyue,CN,2020-08-27 17:38:56,40.18,122.12,70.34,91,78,2.26
379,Camacha,PT,2020-08-27 17:38:56,33.08,-16.33,78.8,69,40,9.17
380,Muli,MV,2020-08-27 17:38:56,2.92,73.57,83.57,71,100,10.09
381,Clyde River,CA,2020-08-27 17:38:56,70.47,-68.59,55.4,43,20,5.82
382,Luanda,AO,2020-08-27 17:34:14,-8.84,13.23,77.0,73,75,3.36
383,Erzin,TR,2020-08-27 17:38:56,36.96,36.2,82.99,76,24,4.61
384,Liverpool,GB,2020-08-27 17:38:56,53.41,-2.98,55.99,93,75,8.05
385,Thunder Bay,CA,2020-08-27 17:34:44,48.4,-89.32,73.4,56,40,11.41
386,San Patricio,MX,2020-08-27 17:38:57,19.22,-104.7,77.0,100,90,34.45
387,Kraskino,RU,2020-08-27 17:38:57,42.71,130.78,72.01,96,100,5.97
388,Xining,CN,2020-08-27 17:38:57,36.62,101.77,54.25,68,16,2.1
389,Kawalu,ID,2020-08-27 17:38:57,-7.38,108.21,70.09,91,88,1.01
390,Chekhov,RU,2020-08-27 17:38:57,55.14,37.47,64.4,68,20,6.71
391,Panaba,MX,2020-08-27 17:38:57,21.28,-88.27,92.1,54,23,11.27
392,Vilhena,BR,2020-08-27 17:35:34,-12.74,-60.15,93.2,41,34,6.93
393,Lima,PE,2020-08-27 17:35:17,-12.04,-77.03,62.6,77,90,5.82
394,Sorong,ID,2020-08-27 17:38:57,-0.88,131.25,79.07,86,71,10.04
395,Burnie,AU,2020-08-27 17:38:57,-41.07,145.92,46.0,64,7,5.99
396,Yen Bai,VN,2020-08-27 17:38:57,21.7,104.87,80.24,86,0,1.03
397,Itoman,JP,2020-08-27 17:38:57,26.12,127.67,80.6,88,75,9.17
398,Galeana,MX,2020-08-27 17:38:58,24.83,-100.07,78.67,46,14,7.61
399,Kirya,TZ,2020-08-27 17:38:58,-3.92,37.48,74.71,58,51,10.11
400,Banikoara,BJ,2020-08-27 17:38:58,11.3,2.44,76.28,88,88,3.09
401,Kaitangata,NZ,2020-08-27 17:38:58,-46.28,169.85,37.99,88,92,5.68
402,Tucumcari,US,2020-08-27 17:38:58,35.17,-103.72,88.0,26,0,4.0
403,Pingliang,CN,2020-08-27 17:38:58,35.54,106.69,64.9,80,61,1.83
404,Cabo San Lucas,MX,2020-08-27 17:38:58,22.89,-109.91,91.4,55,20,4.7
405,Henderson,US,2020-08-27 17:36:40,36.04,-114.98,97.0,9,1,3.36
406,Mikhaylovka,RU,2020-08-27 17:38:58,50.06,43.24,68.0,50,87,1.01
407,Vanderhoof,CA,2020-08-27 17:38:58,54.02,-124.02,62.1,51,43,1.3
408,Zhigansk,RU,2020-08-27 17:38:58,66.77,123.37,46.04,58,32,6.46
409,Maksatikha,RU,2020-08-27 17:38:58,57.8,35.88,56.41,94,100,3.71
410,Fort Nelson,CA,2020-08-27 17:38:58,58.81,-122.7,57.2,71,20,5.82
411,Parrita,CR,2020-08-27 17:38:58,9.52,-84.32,77.0,73,75,6.93
412,Khingansk,RU,2020-08-27 17:38:58,49.12,131.18,60.06,98,100,4.74
413,Chinsali,ZM,2020-08-27 17:34:04,-10.54,32.08,71.46,37,68,7.43
414,Alekseyevsk,RU,2020-08-27 17:38:59,57.84,108.35,52.65,77,4,0.89
415,Opuwo,NA,2020-08-27 17:38:59,-18.06,13.84,67.64,27,61,9.71
416,Laurinburg,US,2020-08-27 17:34:33,34.77,-79.46,91.99,55,1,9.17
417,Ostrovnoy,RU,2020-08-27 17:38:59,68.05,39.51,48.63,87,99,29.75
418,Huaihua,CN,2020-08-27 17:38:59,27.55,109.96,72.82,74,0,1.34
419,Manoel Urbano,BR,2020-08-27 17:38:59,-8.84,-69.26,102.65,22,2,2.1
420,Gorontalo,ID,2020-08-27 17:38:59,0.54,123.06,74.08,87,52,2.62
421,Srednekolymsk,RU,2020-08-27 17:38:59,67.45,153.68,40.68,91,92,4.81
422,Scottsbluff,US,2020-08-27 17:36:49,41.87,-103.67,89.01,37,1,10.29
423,Tucupita,VE,2020-08-27 17:38:59,9.06,-62.05,85.21,83,91,4.92
424,Makiyivka,UA,2020-08-27 17:39:00,48.05,37.93,73.54,34,51,2.46
425,Nouadhibou,MR,2020-08-27 17:39:00,20.93,-17.03,89.6,55,0,17.22
426,Thinadhoo,MV,2020-08-27 17:39:00,0.53,72.93,83.39,67,100,6.42
427,Florianopolis,BR,2020-08-27 17:39:00,-27.61,-48.5,78.01,57,0,18.34
428,Tonatico,MX,2020-08-27 17:39:00,21.49,-98.81,88.3,62,16,3.94
429,Aripuana,BR,2020-08-27 17:39:00,-9.17,-60.63,97.63,30,80,1.43
430,Ribas Do Rio Pardo,BR,2020-08-27 17:39:00,-20.44,-53.76,97.45,14,1,9.28
431,Vincennes,FR,2020-08-27 17:39:00,48.85,2.43,77.0,44,34,16.11
432,Kampot,KH,2020-08-27 17:39:00,10.62,104.18,84.2,74,20,9.17
433,Beisfjord,NO,2020-08-27 17:39:00,68.38,17.6,50.0,71,75,13.87
434,Nishihara,JP,2020-08-27 17:39:01,26.18,127.76,80.6,88,75,9.17
435,Georgetown,MY,2020-08-27 17:35:31,5.41,100.34,80.6,88,20,4.7
436,Barra Do Garcas,BR,2020-08-27 17:39:01,-15.89,-52.26,100.02,9,49,5.7
437,Barra,BR,2020-08-27 17:39:01,-11.09,-43.14,89.46,23,14,3.36
438,Hay River,CA,2020-08-27 17:39:01,60.82,-115.8,55.4,100,90,12.75
439,Kurumkan,RU,2020-08-27 17:39:01,54.3,110.3,59.05,67,100,4.36
440,Henties Bay,NA,2020-08-27 17:39:01,-22.12,14.28,55.99,90,1,1.01
441,Avera,US,2020-08-27 17:39:01,33.19,-82.53,87.8,70,40,4.7
442,Sheridan,US,2020-08-27 17:38:21,44.83,-106.92,77.0,46,1,5.82
443,Bariw,PH,2020-08-27 17:39:01,13.13,123.73,78.84,83,100,5.66
444,Laguna,US,2020-08-27 17:39:02,38.42,-121.42,72.0,68,1,5.77
445,Columbia,US,2020-08-27 17:39:02,34.0,-81.03,91.99,55,1,8.05
446,Araouane,ML,2020-08-27 17:39:02,18.9,-3.53,103.6,18,25,9.13
447,Lodwar,KE,2020-08-27 17:39:02,3.12,35.6,90.52,30,5,9.55
448,Chimbote,PE,2020-08-27 17:39:02,-9.09,-78.58,66.52,71,94,11.65
449,Waynesville,US,2020-08-27 17:39:02,35.49,-82.99,79.0,77,76,1.01
450,Scarborough,GB,2020-08-27 17:37:12,54.28,-0.4,55.99,94,99,1.99
451,Awbari,LY,2020-08-27 17:39:02,26.59,12.78,90.52,16,0,8.55
452,Hillsborough,US,2020-08-27 17:34:16,37.57,-122.38,66.0,72,90,4.47
453,Barkot,IN,2020-08-27 17:39:02,30.82,78.2,67.1,79,28,0.94
454,Bud,US,2020-08-27 17:39:02,39.45,-86.18,81.0,84,100,10.78
455,Witu,KE,2020-08-27 17:39:03,-2.39,40.44,74.88,83,1,10.45
456,Puqi,CN,2020-08-27 17:39:03,29.72,113.88,73.99,80,0,0.4
457,Kovur,IN,2020-08-27 17:39:03,14.48,79.98,84.06,74,100,5.03
458,Wainwright,CA,2020-08-27 17:38:16,52.84,-110.86,59.74,62,100,3.53
459,Bokoro,TD,2020-08-27 17:39:03,12.38,17.06,86.76,60,58,4.7
460,Iskateley,RU,2020-08-27 17:39:03,67.68,53.15,53.22,83,95,4.27
461,Honiara,SB,2020-08-27 17:39:03,-9.43,159.95,75.2,100,75,4.7
462,Marawi,PH,2020-08-27 17:39:03,8.0,124.29,73.99,93,100,5.01
463,Mitsamiouli,KM,2020-08-27 17:39:03,-11.38,43.28,75.2,73,40,2.24
464,San Carlos De Bariloche,AR,2020-08-27 17:35:13,-41.15,-71.31,44.6,70,40,19.46
465,Gumdag,TM,2020-08-27 17:39:03,39.21,54.59,79.92,17,0,12.82
466,Folldal,NO,2020-08-27 17:39:03,62.13,10.0,49.14,62,100,3.69
467,Shahrud,IR,2020-08-27 17:39:03,36.42,54.98,63.75,31,0,6.2
468,Quelimane,MZ,2020-08-27 17:39:03,-17.88,36.89,77.0,83,40,4.7
469,Khabary,RU,2020-08-27 17:39:04,53.63,79.53,56.43,93,3,6.67
470,Seoni Malwa,IN,2020-08-27 17:39:04,22.45,77.47,75.43,91,100,11.52
471,Nhulunbuy,AU,2020-08-27 17:39:04,-12.23,136.77,73.4,73,0,10.29
472,Salalah,OM,2020-08-27 17:39:04,17.02,54.09,77.0,94,90,4.7
473,Tvoroyri,FO,2020-08-27 17:39:04,61.56,-6.81,53.6,71,12,12.75
474,Beausejour,CA,2020-08-27 17:39:04,50.06,-96.52,73.0,99,33,3.58
475,Yakeshi,CN,2020-08-27 17:39:04,49.28,120.73,54.18,75,100,8.3
476,Maningrida,AU,2020-08-27 17:39:04,-12.07,134.27,65.44,82,0,10.76
477,Kavaratti,IN,2020-08-27 17:39:04,10.57,72.64,82.62,75,100,13.98
478,Alice Springs,AU,2020-08-27 17:39:04,-23.7,133.88,59.0,26,0,3.36
479,Mount Isa,AU,2020-08-27 17:39:04,-20.73,139.5,62.6,16,1,6.93
480,Semey,KZ,2020-08-27 17:39:04,50.41,80.23,63.43,69,55,8.32
481,Grants,US,2020-08-27 17:39:05,35.15,-107.85,78.8,31,1,1.57
482,Sidney,AU,2020-08-27 17:34:31,-33.87,151.21,57.2,33,33,12.75
483,Lyubymivka,UA,2020-08-27 17:39:05,46.81,33.57,73.09,57,32,8.43
484,Vite,IN,2020-08-27 17:39:05,17.28,74.55,70.5,88,100,10.69
485,Surt,LY,2020-08-27 17:39:05,31.21,16.59,80.46,66,0,10.36
486,Macaubas,BR,2020-08-27 17:39:05,-13.02,-42.7,88.97,15,20,8.19
487,Vallenar,CL,2020-08-27 17:39:05,-28.57,-70.76,71.04,22,0,9.28
488,Pueblo Nuevo,MX,2020-08-27 17:39:05,23.38,-105.38,82.72,43,4,2.17
489,Broken Hill,AU,2020-08-27 17:39:05,-31.95,141.43,50.0,71,0,9.17
490,Chumphon,TH,2020-08-27 17:39:05,10.33,98.83,75.54,95,89,3.04
491,Stillwater,US,2020-08-27 17:39:05,36.12,-97.06,89.6,52,1,10.29
492,Colares,PT,2020-08-27 17:39:05,38.8,-9.45,75.99,78,40,19.46
493,Roald,NO,2020-08-27 17:39:05,62.58,6.13,59.0,67,96,14.99
494,Davao,PH,2020-08-27 17:39:05,6.81,125.71,78.8,88,90,2.24
495,Oksfjord,NO,2020-08-27 17:39:05,70.24,22.35,50.0,71,75,5.82
496,Khash,IR,2020-08-27 17:39:05,28.22,61.22,70.5,23,3,8.43
497,Ndende,GA,2020-08-27 17:39:06,-2.4,11.36,79.32,70,100,5.39
498,Shangqiu,CN,2020-08-27 17:39:06,34.45,115.65,68.74,92,0,3.85
499,Comodoro Rivadavia,AR,2020-08-27 17:36:24,-45.87,-67.5,55.4,37,75,27.51
500,Abha,SA,2020-08-27 17:34:59,18.22,42.51,73.4,83,20,5.82
501,Miles City,US,2020-08-27 17:39:06,46.41,-105.84,73.4,60,1,5.82
502,Adrar,MR,2020-08-27 17:39:06,20.5,-10.07,102.45,19,33,11.14
503,Guerrero Negro,MX,2020-08-27 17:39:06,27.98,-114.06,89.47,44,0,3.4
504,Skjervoy,NO,2020-08-27 17:39:06,70.03,20.97,48.2,70,75,16.11
505,Opatija,HR,2020-08-27 17:39:06,45.34,14.31,82.4,48,43,3.36
506,Kunming,CN,2020-08-27 17:39:06,25.04,102.72,75.99,77,24,6.71
507,Newton,US,2020-08-27 17:39:06,42.34,-71.21,66.2,55,100,4.7
508,Moron,AR,2020-08-27 17:39:06,-34.65,-58.62,69.01,48,67,8.05
509,Qaqortoq,GL,2020-08-27 17:39:06,60.72,-46.03,51.8,66,75,9.17
510,Luderitz,NA,2020-08-27 17:39:06,-26.65,15.16,56.98,74,0,21.68
511,Halifax,CA,2020-08-27 17:35:53,44.65,-63.57,69.01,39,1,18.99
512,Matara,LK,2020-08-27 17:39:07,5.95,80.54,79.43,82,59,9.69
513,Berezovyy,RU,2020-08-27 17:39:07,51.67,135.7,54.46,84,100,3.91
514,Lahaina,US,2020-08-27 17:37:15,20.88,-156.68,78.8,78,40,14.99
515,Flic En Flac,MU,2020-08-27 17:39:07,-20.27,57.36,71.6,83,75,8.05
516,Behshahr,IR,2020-08-27 17:39:07,36.69,53.55,72.14,54,0,1.36
517,Igarka,RU,2020-08-27 17:39:07,67.47,86.58,53.4,90,97,3.44
518,Cam Ranh,VN,2020-08-27 17:39:07,11.92,109.16,86.0,84,40,3.36
519,Iquitos,PE,2020-08-27 17:39:07,-3.75,-73.25,91.4,52,9,4.7
520,Belaya Gora,RU,2020-08-27 17:39:07,68.53,146.42,37.83,85,93,2.68
521,Portel,BR,2020-08-27 17:39:07,-1.94,-50.82,93.18,44,23,2.44
522,Houma,US,2020-08-27 17:39:07,29.6,-90.72,80.01,94,90,8.05
523,Saint-Michel-Des-Saints,CA,2020-08-27 17:39:07,46.68,-73.92,65.23,33,47,6.35
524,Cayenne,GF,2020-08-27 17:36:15,4.93,-52.33,89.6,70,22,10.29
525,Doha,QA,2020-08-27 17:39:07,25.29,51.53,91.99,66,0,8.05
526,Formosa Do Rio Preto,BR,2020-08-27 17:39:07,-11.05,-45.19,98.58,12,4,2.13
527,Lac Du Bonnet,CA,2020-08-27 17:39:08,50.25,-96.06,73.0,99,31,1.45
528,Beaverlodge,CA,2020-08-27 17:39:08,55.22,-119.44,59.0,54,20,13.87
529,Kastamonu,TR,2020-08-27 17:39:08,41.5,33.67,59.83,78,54,3.71
530,Zaranj,AF,2020-08-27 17:39:08,30.97,61.88,82.4,23,0,24.16
531,Innisfail,AU,2020-08-27 17:39:08,-17.53,146.03,66.67,87,12,10.76
532,Chenzhou,CN,2020-08-27 17:39:08,25.8,113.03,72.43,69,0,2.57
533,Caravelas,BR,2020-08-27 17:39:08,-17.71,-39.25,77.0,67,4,9.73
534,Evensk,RU,2020-08-27 17:39:08,61.95,159.23,45.73,74,86,11.72
535,Sudak,UA,2020-08-27 17:39:08,44.85,34.97,73.24,62,10,4.74
536,Terrace,CA,2020-08-27 17:39:08,54.52,-128.6,53.6,87,75,2.24
537,Kahului,US,2020-08-27 17:39:08,20.89,-156.47,78.8,69,40,10.29
538,Bontang,ID,2020-08-27 17:39:08,0.13,117.5,77.27,85,46,6.06
539,Rawson,AR,2020-08-27 17:39:08,-43.3,-65.1,61.27,35,3,15.35
540,Havre-Saint-Pierre,CA,2020-08-27 17:39:08,50.23,-63.6,57.2,62,90,12.75
541,Carahue,CL,2020-08-27 17:39:09,-38.7,-73.17,53.6,76,75,8.05
542,Farmington,US,2020-08-27 17:35:48,36.73,-108.22,78.8,36,1,3.36
543,Poddorye,RU,2020-08-27 17:39:09,57.47,31.12,55.85,97,100,3.65
544,Sosva,RU,2020-08-27 17:39:09,59.18,61.86,60.64,87,86,7.18
545,Xiamen,CN,2020-08-27 17:39:09,24.48,118.08,78.8,94,90,11.18
546,Leh,IN,2020-08-27 17:39:09,34.17,77.58,60.3,41,96,7.61
547,High Level,CA,2020-08-27 17:39:09,58.52,-117.14,55.4,87,90,5.82
548,Xunchang,CN,2020-08-27 17:39:09,28.45,104.72,75.99,86,40,3.38
549,Mildura,AU,2020-08-27 17:39:09,-34.2,142.15,46.0,93,0,3.36
550,Merrill,US,2020-08-27 17:39:09,45.18,-89.68,82.4,83,90,4.7
551,Mayo,US,2020-08-27 17:39:09,38.89,-76.51,93.0,55,20,8.05
552,Tianpeng,CN,2020-08-27 17:39:09,30.99,103.94,84.2,66,85,2.24
553,Northam,GB,2020-08-27 17:39:09,51.03,-4.22,64.0,93,50,5.99
554,Yingcheng,CN,2020-08-27 17:39:09,30.95,113.55,78.8,74,0,4.47
555,Tupelo,US,2020-08-27 17:39:09,34.26,-88.7,88.0,66,75,13.87
556,Micheweni,TZ,2020-08-27 17:39:10,-4.97,39.83,75.4,78,10,10.36
557,Haines Junction,CA,2020-08-27 17:39:10,60.75,-137.51,50.72,59,100,4.43
558,Sokoni,TZ,2020-08-27 17:39:10,-6.43,39.55,78.8,74,20,5.82
559,Tabuk,PH,2020-08-27 17:39:10,17.42,121.44,72.81,78,99,3.42
560,Dingle,PH,2020-08-27 17:39:10,11.0,122.67,75.09,86,90,3.6
561,Richards Bay,ZA,2020-08-27 17:39:10,-28.78,32.04,67.5,68,27,16.06
562,Cangucu,BR,2020-08-27 17:39:10,-31.39,-52.68,60.8,100,90,6.93
563,Matamoros,MX,2020-08-27 17:39:10,25.53,-103.25,87.8,38,75,5.75
564,Kichera,RU,2020-08-27 17:39:10,55.94,110.1,58.17,56,100,4.81
